City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Ayna,PE,-12.65,-73.92,72.81,52,75,4.54,broken clouds
351,Solnechnyy,RU,50.72,136.63,-10.08,88,57,1.16,broken clouds
352,Suez,EG,29.97,32.53,58.51,63,0,8.88,clear sky
353,Kieta,PG,-6.22,155.63,80.56,76,100,2.66,light rain
354,Yerofey Pavlovich,RU,53.97,121.97,-14.49,83,68,3.24,broken clouds
355,Lavrentiya,RU,65.58,-171.0,10.62,89,100,8.93,overcast clouds
356,Mbini,GQ,1.57,9.61,84.2,83,20,2.24,light rain
357,Olaine,LV,56.79,23.94,33.8,96,90,9.17,light rain and snow
358,Uyuni,BO,-20.46,-66.83,65.66,32,63,1.52,light rain
359,Faanui,PF,-16.48,-151.75,80.47,78,53,14.12,light rain
360,Sakakah,SA,29.97,40.21,53.6,58,0,4.7,clear sky
361,Kokopo,PG,-4.35,152.26,78.87,82,100,2.84,light rain
362,Honiara,SB,-9.43,159.95,75.2,100,75,2.24,light rain
363,Prestea,GH,5.43,-2.14,76.37,91,75,3.44,broken clouds
364,Pitimbu,BR,-7.47,-34.81,82.4,74,40,11.41,scattered clouds
365,Altay,CN,47.87,88.12,8.29,83,39,2.33,scattered clouds
366,Gat,IL,31.61,34.76,57.0,100,8,3.27,clear sky
367,Lamu,KE,-2.27,40.9,80.6,78,1,5.82,clear sky
368,Ambovombe,MG,-25.17,46.08,75.58,84,95,6.38,overcast clouds
369,Maragogi,BR,-9.01,-35.22,79.38,75,100,13.13,overcast clouds
370,Sandur,IN,15.1,76.55,66.34,73,0,8.59,clear sky
371,Guder,ET,8.97,37.77,58.32,56,0,4.81,clear sky
372,Pevek,RU,69.7,170.31,1.15,94,100,3.44,overcast clouds
373,Xuchang,CN,34.02,113.82,26.6,73,0,2.24,clear sky
374,Tubuala,PA,9.52,-79.03,91.4,46,20,5.82,few clouds
375,Goderich,CA,43.75,-81.72,26.6,73,100,13.87,overcast clouds
376,Sao Felix Do Xingu,BR,-6.64,-51.99,78.66,87,100,2.55,moderate rain
377,Mecca,SA,21.43,39.83,75.04,64,13,4.61,few clouds
378,Te Anau,NZ,-45.42,167.72,50.09,66,3,2.84,clear sky
379,Campos,BR,-21.75,-41.3,73.4,94,90,6.93,light rain
380,Itarema,BR,-2.92,-39.92,82.56,69,31,17.2,scattered clouds
381,Carahue,CL,-38.7,-73.17,73.4,56,20,6.93,few clouds
382,Tual,ID,-5.67,132.75,82.76,74,8,2.04,moderate rain
383,Tshikapa,CD,-6.42,20.8,73.02,82,73,1.92,broken clouds
384,Were Ilu,ET,10.6,39.43,49.96,63,10,6.42,clear sky
385,Izhma,RU,65.01,53.91,-21.6,85,100,4.54,overcast clouds
386,Taksimo,RU,56.34,114.88,-13.5,83,100,2.3,overcast clouds
387,Bilma,NE,18.69,12.92,63.16,36,12,11.92,few clouds
388,Kissimmee,US,28.3,-81.42,81.0,61,75,12.75,broken clouds
389,Thinadhoo,MV,0.53,72.93,81.86,67,49,7.25,scattered clouds
390,Buraydah,SA,26.33,43.98,57.2,71,0,4.7,clear sky
391,Adwa,ET,14.16,38.9,59.47,70,0,3.29,clear sky
392,Torgelow,DE,53.63,14.02,39.99,99,100,1.01,overcast clouds
393,Kaitangata,NZ,-46.28,169.85,57.0,58,0,5.99,clear sky
394,Mokhsogollokh,RU,61.47,128.92,-42.52,80,100,2.55,overcast clouds
395,Penarroya-Pueblonuevo,ES,38.3,-5.27,53.6,93,0,2.24,clear sky
396,Ahipara,NZ,-35.17,173.17,63.72,65,100,9.8,overcast clouds
397,Taoudenni,ML,22.68,-3.98,69.44,23,34,10.92,scattered clouds
398,Chitral,PK,35.85,71.79,29.16,67,99,5.55,overcast clouds
399,Awbari,LY,26.59,12.78,53.2,64,0,7.07,clear sky
400,Dombarovskiy,RU,50.76,59.54,17.96,97,100,4.03,overcast clouds
401,Meulaboh,ID,4.14,96.13,76.41,89,84,3.27,broken clouds
402,Staunton,US,38.15,-79.07,51.8,100,90,4.7,light rain
403,Yenagoa,NG,4.92,6.26,77.32,89,100,4.99,overcast clouds
404,Ascension,US,30.22,-90.9,50.0,31,1,14.99,clear sky
405,Narsaq,GL,60.92,-46.05,30.2,74,97,25.28,light shower snow
406,Ancud,CL,-41.87,-73.82,62.6,82,75,10.29,light rain
407,Correntina,BR,-13.34,-44.64,85.24,55,11,3.15,few clouds
408,Alyangula,AU,-13.85,136.42,82.4,78,40,6.93,scattered clouds
409,Sorland,NO,67.67,12.69,38.5,76,76,18.86,broken clouds
410,Molepolole,BW,-24.41,25.5,80.6,47,0,6.93,clear sky
411,Lincoln,US,40.8,-96.67,19.99,57,75,13.87,broken clouds
412,Padang,ID,-0.95,100.35,78.39,68,100,3.51,heavy intensity rain
413,Santa Cruz,BO,-17.8,-63.17,93.2,52,75,6.93,broken clouds
414,Nerchinskiy Zavod,RU,51.31,119.61,-20.43,85,6,2.46,clear sky
415,Razole,IN,16.48,81.83,65.75,85,0,2.89,clear sky
416,Tsabong,BW,-26.02,22.4,80.4,17,0,7.23,clear sky
417,Giyani,ZA,-23.3,30.72,71.98,84,100,5.48,overcast clouds
418,Araouane,ML,18.9,-3.53,71.85,21,100,8.23,overcast clouds
419,Saryg-Sep,RU,51.5,95.6,7.54,93,99,2.13,light snow
420,Tessalit,ML,20.2,1.01,66.29,27,58,13.11,broken clouds
421,Mardin,TR,37.31,40.74,32.81,81,0,8.95,clear sky
422,Bontang,ID,0.13,117.5,77.77,85,100,2.04,overcast clouds
423,Letenye,HU,46.43,16.73,46.0,90,100,4.27,moderate rain
424,Vilnius,LT,54.69,25.28,41.0,100,90,6.93,mist
425,Amapa,BR,1.0,-52.0,82.62,70,94,6.49,overcast clouds
426,Acapulco,MX,16.86,-99.89,84.2,70,5,6.93,clear sky
427,Hualmay,PE,-11.1,-77.61,72.59,70,12,10.0,few clouds
428,Kailua,US,21.4,-157.74,75.2,73,40,10.29,scattered clouds
429,Pozo Colorado,PY,-23.49,-58.8,98.65,36,97,5.68,overcast clouds
430,Ninghai,CN,29.29,121.42,42.01,90,0,5.46,clear sky
431,Aberdeen,GB,57.14,-2.1,35.6,80,75,10.29,light rain
432,Inyonga,TZ,-6.72,32.07,66.22,85,100,3.74,overcast clouds
433,Panlaitan,PH,12.12,119.85,81.3,76,5,4.41,clear sky
434,Gikongoro,RW,-2.46,29.57,58.53,87,0,3.83,clear sky
435,Arlit,NE,18.74,7.39,66.43,27,22,11.68,few clouds
436,Minsk,BY,53.9,27.57,33.8,100,90,11.18,light snow
437,Arsenyev,RU,44.16,133.27,7.03,93,76,2.55,broken clouds
438,Freeport,US,40.66,-73.58,59.0,76,90,19.46,light rain
439,Bac Lieu,VN,9.29,105.72,77.02,89,82,14.81,broken clouds
440,Vanavara,RU,60.34,102.28,-33.88,82,0,4.9,clear sky
441,Maniitsoq,GL,65.42,-52.9,20.35,96,100,22.48,light snow
442,Tuy Hoa,VN,13.08,109.3,73.42,91,91,6.6,light rain
443,Mykhaylivka,UA,47.27,35.22,24.8,73,75,11.18,broken clouds
444,Pouebo,NC,-20.4,164.57,78.42,78,64,7.29,broken clouds
445,Mathbaria,BD,22.29,89.96,61.0,68,0,4.63,clear sky
446,Ust-Ishim,RU,57.69,71.17,-23.96,85,0,6.33,clear sky
447,Sulphur Springs,US,33.14,-95.6,48.0,22,1,11.41,clear sky
448,Tres Picos,MX,15.87,-93.53,89.71,44,0,9.42,clear sky
449,Maceio,BR,-9.67,-35.74,80.6,78,20,12.75,few clouds
450,Severnoye,RU,56.35,78.36,-14.6,88,95,10.0,overcast clouds
451,Ifanadiana,MG,-21.3,47.63,71.38,90,94,1.68,overcast clouds
452,Vallenar,CL,-28.57,-70.76,84.06,23,0,9.37,clear sky
453,Krasnovishersk,RU,60.41,57.08,0.5,92,100,7.43,light snow
454,Weston-Super-Mare,GB,51.35,-2.98,39.0,74,0,11.41,clear sky
455,Lata,PT,40.16,-8.33,46.99,80,64,5.01,broken clouds
456,Buala,SB,-8.14,159.59,81.36,77,15,3.94,light rain
457,Aktash,RU,50.3,87.73,1.09,91,95,4.74,overcast clouds
458,Necochea,AR,-38.55,-58.74,81.03,41,33,17.74,scattered clouds
459,Shakawe,BW,-18.37,21.85,71.83,77,64,7.96,light rain
460,Kerrville,US,30.05,-99.14,52.0,12,1,19.46,clear sky
461,Rio Gallegos,AR,-51.62,-69.22,64.4,13,40,29.97,scattered clouds
462,Gao,ML,16.64,1.64,73.56,20,1,10.92,clear sky
463,Slave Lake,CA,55.28,-114.77,39.2,44,1,14.99,clear sky
464,Gerede,TR,40.8,32.2,33.73,93,100,5.01,overcast clouds
465,Craig,US,40.52,-107.55,21.2,53,1,8.05,clear sky
466,Canillo,AD,42.58,1.67,39.0,86,73,3.62,broken clouds
467,Sitka,US,57.05,-135.33,35.6,93,20,3.65,mist
468,Yerbogachen,RU,61.28,108.01,-38.49,81,15,2.24,few clouds
469,Iranshahr,IR,27.2,60.68,53.6,22,0,6.93,clear sky
470,Dubovskoye,RU,47.41,42.76,10.65,92,0,8.3,clear sky
471,Bone,DE,51.97,12.14,41.0,93,100,1.01,overcast clouds
472,Boden,SE,65.83,21.69,28.4,92,100,9.17,light snow
473,Tayshet,RU,55.93,98.0,7.48,95,100,3.76,light snow
474,Canto Do Buriti,BR,-8.11,-42.94,87.76,45,19,4.72,few clouds
475,Walvis Bay,NA,-22.96,14.51,64.99,77,3,6.93,clear sky
476,Minab,IR,27.15,57.08,64.4,63,0,4.7,clear sky
477,Del Carmen,PH,9.87,125.97,80.69,80,100,8.52,overcast clouds
478,Oussouye,SN,12.48,-16.55,84.2,83,0,2.24,clear sky
479,Gandajika,CD,-6.75,23.95,67.66,96,73,3.6,broken clouds
480,Salamiyah,SY,35.01,37.05,44.55,54,0,6.6,clear sky
481,Yumen,CN,40.28,97.2,14.13,79,0,13.02,clear sky
482,Sitio Novo Do Tocantins,BR,-5.52,-47.46,84.2,74,40,4.7,light rain
483,Oksbol,DK,55.63,8.29,34.0,86,0,6.93,clear sky
484,Kastamonu,TR,41.5,33.67,32.02,93,73,1.21,broken clouds
485,Nhulunbuy,AU,-12.23,136.77,78.8,88,100,3.36,overcast clouds
486,Batsfjord,NO,70.63,29.72,22.8,92,100,26.19,overcast clouds
487,Key Largo,US,25.09,-80.45,79.0,86,5,15.68,clear sky
488,Shitanjing,CN,39.23,106.34,20.44,72,0,3.76,clear sky
489,Garowe,SO,8.41,48.48,69.98,62,0,17.2,clear sky
490,Cabra,ES,37.47,-4.44,51.01,81,100,2.04,overcast clouds
491,Aketi,CD,2.74,23.78,72.41,87,39,5.12,light rain
492,Vanimo,PG,-2.67,141.3,77.27,87,100,5.01,heavy intensity rain
493,Naze,JP,28.37,129.48,64.4,68,75,20.8,broken clouds
494,Angoche,MZ,-16.23,39.91,83.1,76,4,10.94,clear sky
495,Katherine,AU,-14.47,132.27,77.0,94,40,1.12,moderate rain
496,Sosnovskoye,RU,55.81,43.17,21.2,85,90,6.71,overcast clouds
497,Kavaratti,IN,10.57,72.64,82.13,76,92,7.76,overcast clouds
498,Gamba,GA,-2.65,10.0,77.74,92,72,5.66,broken clouds
499,Zykovo,RU,55.95,93.15,19.4,73,100,8.95,light snow
500,Puerto Rico,AR,-26.8,-55.02,96.93,29,59,2.55,broken clouds
501,La Reforma,MX,25.08,-108.05,84.99,44,100,3.0,overcast clouds
502,Castlegar,CA,49.3,-117.67,32.0,87,36,1.12,scattered clouds
503,Sao Joao Da Ponte,BR,-15.93,-44.01,76.77,79,7,4.12,clear sky
504,Hwange,ZW,-18.37,26.5,77.41,67,91,0.92,overcast clouds
505,Sao Joao Da Barra,BR,-21.64,-41.05,73.4,94,90,6.93,moderate rain
506,Dudinka,RU,69.41,86.18,-41.8,64,20,4.47,haze
507,Blacksburg,US,37.23,-80.41,53.01,100,90,8.05,moderate rain
508,Kella,DE,51.23,10.08,37.99,91,100,2.66,overcast clouds
509,San Joaquin,US,37.93,-121.3,46.4,81,90,3.36,mist
510,Tartus,SY,34.89,35.89,48.99,61,0,6.93,clear sky
511,Si Sa Ket,TH,14.83,104.33,71.01,74,5,6.55,clear sky
512,Codajas,BR,-3.84,-62.06,90.14,55,66,1.57,broken clouds
513,Tulun,RU,54.56,100.58,8.82,95,100,4.7,overcast clouds
514,Peruibe,BR,-24.32,-47.0,73.98,76,72,8.66,broken clouds
515,Astana,KZ,51.18,71.45,10.4,85,90,8.95,light snow
516,Loreto,MX,22.27,-101.97,65.55,23,0,17.87,clear sky
517,Nelson Bay,AU,-32.72,152.15,70.0,83,75,13.87,broken clouds
518,Zyryanskoye,RU,56.83,86.63,4.84,94,100,9.19,light snow
519,Pontianak,ID,-0.03,109.33,75.04,92,36,3.02,scattered clouds
520,Tokur,RU,53.13,132.9,-29.18,85,100,2.44,overcast clouds
521,Kirakira,SB,-10.45,161.92,81.59,77,100,6.06,overcast clouds
522,Asau,RO,46.43,26.4,41.0,100,90,17.22,fog
523,Avera,US,33.19,-82.53,60.8,85,90,10.29,heavy intensity rain
524,Makakilo City,US,21.35,-158.09,78.8,65,75,8.05,broken clouds
525,Stranda,NO,62.31,6.94,33.01,96,98,3.47,light snow
526,Hanzhong,CN,33.07,107.03,37.04,72,45,0.83,scattered clouds
527,Champasak,LA,14.75,106.0,69.87,83,30,1.72,scattered clouds
528,Galesong,ID,-5.32,119.37,75.2,100,20,1.12,moderate rain
529,Hays,US,30.05,-98.03,55.0,27,0,1.01,clear sky
530,Weligama,LK,5.97,80.42,76.68,88,100,2.48,overcast clouds
531,Sambava,MG,-14.27,50.17,76.91,84,0,9.64,clear sky
532,Jalu,LY,29.03,21.55,57.6,69,42,7.11,scattered clouds
533,Deniliquin,AU,-35.53,144.97,51.01,78,0,11.79,clear sky
534,Petrykiv,UA,49.53,25.58,45.0,100,100,3.0,light rain
535,Pueblo Rico,CO,5.24,-76.04,78.8,61,40,8.05,scattered clouds
536,Southbridge,US,42.08,-72.03,54.0,69,100,1.99,overcast clouds
537,Gravdal,NO,68.12,13.5,38.26,78,96,15.23,overcast clouds
538,Fomboni,KM,-12.28,43.74,83.52,74,0,8.52,clear sky
539,Vardo,NO,70.37,31.11,27.0,94,100,26.51,overcast clouds
540,Chabahar,IR,25.29,60.64,69.12,50,0,0.92,clear sky
541,Saint-Francois,FR,46.42,3.91,41.0,93,90,10.29,overcast clouds
542,Sao Filipe,CV,14.9,-24.5,71.71,67,98,4.34,overcast clouds
543,Caravelas,BR,-17.71,-39.25,81.14,62,11,8.79,few clouds
544,Ossora,RU,59.24,163.07,-12.01,83,100,5.68,overcast clouds
545,Fairbanks,US,64.84,-147.72,12.0,70,75,3.36,broken clouds
546,Dalbandin,PK,28.89,64.41,50.74,41,0,2.37,clear sky
547,Nantucket,US,41.28,-70.1,51.8,81,90,17.22,overcast clouds
548,Hassleholm,SE,56.16,13.77,32.0,93,39,6.93,scattered clouds
549,Khani,GE,41.96,42.96,35.6,100,75,6.93,broken clouds
550,Raudeberg,NO,61.99,5.14,37.0,78,92,20.94,overcast clouds
551,Nagato,JP,34.38,131.2,48.2,45,75,21.92,broken clouds
552,Boddam,GB,57.47,-1.78,35.6,72,75,10.29,broken clouds
553,San Vicente,AR,-26.62,-54.13,83.68,47,87,3.18,overcast clouds
554,Moose Factory,CA,51.26,-80.61,14.0,85,90,12.75,snow
555,Vestmanna,FO,62.16,-7.17,41.0,93,100,18.34,light rain
556,Rohtak,IN,28.9,76.57,50.0,93,0,3.58,fog
557,Opuwo,NA,-18.06,13.84,75.22,38,92,3.58,overcast clouds
558,Phan Thiet,VN,10.93,108.1,73.76,83,91,7.05,overcast clouds
559,Kandrian,PG,-6.22,149.55,77.47,84,57,4.09,broken clouds
560,Richards Bay,ZA,-28.78,32.04,72.57,86,95,6.22,light rain
561,Mungwi,ZM,-10.17,31.37,64.36,91,63,3.91,broken clouds
562,Inirida,CO,3.87,-67.92,82.47,88,80,2.19,moderate rain
563,Terlizzi,IT,41.13,16.55,55.0,87,0,6.93,clear sky
564,Ghanzi,BW,-21.57,21.78,80.71,46,87,8.48,overcast clouds
565,Yulara,AU,-25.24,130.99,64.4,72,4,6.93,clear sky
566,Iqaluit,CA,63.75,-68.51,-5.01,70,75,10.29,broken clouds
567,Sangar,RU,63.92,127.47,-45.92,77,100,4.47,overcast clouds
568,Mweka,CD,-4.85,21.57,70.47,76,15,0.38,few clouds
569,Lazaro Cardenas,MX,17.96,-102.2,84.02,57,0,8.39,clear sky
570,Andreapol,RU,56.65,32.27,26.33,97,100,11.1,light snow
571,Kruisfontein,ZA,-34.0,24.73,60.01,87,0,1.01,clear sky
572,Palmer,US,42.16,-72.33,55.0,66,90,13.87,overcast clouds
573,Kapit,MY,2.02,112.93,74.26,94,100,1.74,overcast clouds
574,Amuntai,ID,-2.42,115.25,73.96,97,85,1.07,overcast clouds
575,Praya,CV,14.92,-23.51,73.4,64,75,9.17,broken clouds
576,Streletskoye,RU,50.64,36.47,26.6,73,75,13.42,broken clouds
577,Flinders,AU,-34.58,150.86,64.99,77,95,4.0,overcast clouds
578,Petrolina De Goias,BR,-16.09,-49.34,84.2,69,75,6.93,light rain
579,Nishihara,JP,26.18,127.76,66.2,82,75,23.04,broken clouds
580,Tokonou,GN,9.65,-9.78,75.79,27,3,0.89,clear sky
581,Novyy Urengoy,RU,66.08,76.63,-41.35,80,35,6.6,scattered clouds
582,Srbobran,RS,45.55,19.8,50.32,86,100,5.08,overcast clouds
583,Mattru,SL,7.62,-11.83,77.31,84,3,3.8,clear sky
584,Carnduff,CA,49.17,-101.8,9.0,89,100,10.0,overcast clouds
585,Tucurui,BR,-3.77,-49.67,85.8,69,99,3.6,light rain
586,Barcelos,PT,41.54,-8.62,46.4,75,0,12.75,clear sky
587,Jumla,NP,29.27,82.18,32.5,61,0,4.5,clear sky
588,Jiuquan,CN,39.74,98.52,15.37,74,0,1.5,clear sky
589,Mayo,US,38.89,-76.51,60.01,100,90,14.99,moderate rain
590,Qena,EG,26.16,32.72,60.8,67,41,4.7,scattered clouds
591,Jutai,BR,-5.18,-68.9,76.95,94,100,0.54,heavy intensity rain
592,Innisfail,AU,-17.53,146.03,77.86,86,99,0.25,moderate rain
593,Sibolga,ID,1.74,98.78,76.08,82,85,4.63,light rain
594,Oktyabrskiy,RU,54.48,53.47,4.69,94,93,3.85,overcast clouds
595,Guayaramerin,BO,-10.84,-65.36,77.0,100,75,14.99,heavy intensity rain
596,Barentu,ER,15.11,37.59,62.29,93,42,2.3,scattered clouds
597,Villanueva De La Serena,ES,38.98,-5.8,50.0,83,100,3.0,overcast clouds
598,Tagusao,PH,9.19,117.81,79.16,84,100,9.1,overcast clouds
599,Gambela,ET,8.25,34.58,83.3,44,1,3.22,clear sky
600,Palmares Do Sul,BR,-30.26,-50.51,77.72,70,0,20.04,clear sky
601,Brisbane,AU,-27.47,153.03,71.6,78,75,4.7,broken clouds
602,Soledade,BR,-28.82,-52.51,84.2,42,20,11.41,few clouds
603,Akyab,MM,20.15,92.9,65.25,76,9,5.57,clear sky
604,Kolokani,ML,13.57,-8.03,77.25,19,6,7.58,clear sky
605,Puerto Maldonado,PE,-12.6,-69.18,93.2,56,75,6.93,moderate rain
606,Odienne,CI,9.51,-7.57,79.09,24,55,3.49,broken clouds
607,Rocafuerte,EC,-0.92,-80.43,84.2,58,75,13.87,broken clouds
608,Nuevo Progreso,MX,23.17,-97.95,71.01,20,30,1.99,scattered clouds
609,Ruteng,ID,-8.61,120.47,62.73,97,100,0.98,overcast clouds
610,Sterling,US,39.01,-77.43,57.99,93,90,12.75,moderate rain
611,Port Hedland,AU,-20.32,118.57,80.6,57,0,8.05,clear sky
612,Dengzhou,CN,37.81,120.75,36.39,72,0,17.18,clear sky
613,Nicoya,CR,10.15,-85.45,91.4,43,0,13.87,clear sky
614,Storsteinnes,NO,69.24,19.23,33.8,92,26,16.11,scattered clouds
615,Rovenki,UA,48.08,39.38,14.13,94,0,10.02,clear sky
616,Choya,RU,52.01,86.55,19.8,96,100,0.27,light snow
617,Amurzet,RU,47.7,131.1,2.93,82,100,5.01,overcast clouds
618,Quatre Cocos,MU,-20.21,57.76,79.0,88,75,6.93,shower rain
619,Yangmei,CN,24.1,112.56,46.53,70,96,4.41,overcast clouds
620,Marsa Matruh,EG,31.35,27.25,62.6,67,40,6.93,scattered clouds
621,Grojec,PL,51.86,20.87,43.0,81,20,6.93,few clouds
622,Ayorou,NE,14.73,0.92,77.36,18,0,10.96,clear sky
623,Nouadhibou,MR,20.93,-17.03,66.2,59,0,5.82,clear sky
624,Nakusp,CA,50.25,-117.8,28.4,63,48,0.87,scattered clouds
625,Charters Towers,AU,-20.1,146.27,76.08,85,100,4.85,overcast clouds
626,Mahalapye,BW,-23.1,26.81,77.13,71,100,20.2,overcast clouds
627,Khakhea,BW,-24.69,23.49,80.28,17,74,10.83,broken clouds
628,Celano,IT,42.09,13.54,50.0,80,54,5.01,broken clouds
629,La Peca,PE,-5.61,-78.44,86.13,47,95,1.16,light rain
630,Ijui,BR,-28.39,-53.91,91.87,31,4,4.5,clear sky
631,Sistranda,NO,63.73,8.83,35.6,93,40,12.75,scattered clouds
632,Los Llanos De Aridane,ES,28.66,-17.92,69.8,56,20,9.17,few clouds
633,Liwale,TZ,-9.77,37.93,73.09,88,85,4.0,overcast clouds
634,Tevaitoa,PF,-16.78,-151.5,81.01,77,78,15.21,light rain
635,Konotop,UA,51.24,33.2,32.99,95,100,22.01,overcast clouds
636,Honningsvag,NO,70.98,25.97,27.99,93,100,20.22,overcast clouds
637,Stutterheim,ZA,-32.57,27.42,55.53,92,99,2.1,overcast clouds
638,Salinopolis,BR,-0.61,-47.36,82.87,73,85,12.28,overcast clouds
639,Virginia Beach,US,36.85,-75.98,69.8,60,20,20.8,few clouds
640,Odweyne,SO,9.41,45.06,66.67,49,0,6.24,clear sky
641,Maharajganj,IN,27.13,83.57,55.74,48,0,5.19,clear sky
642,Bauta,CU,22.98,-82.55,82.4,61,40,8.05,scattered clouds
643,Anadyr,RU,64.75,177.48,-18.4,61,0,8.95,clear sky
644,Batken,KG,39.83,71.0,19.31,83,100,10.74,light snow
645,Vila,PT,42.03,-8.16,43.0,86,4,8.01,clear sky
646,Goundam,ML,16.41,-3.67,76.44,18,70,5.75,broken clouds
647,Waddan,LY,29.16,16.14,59.32,60,44,1.32,scattered clouds
648,Yinchuan,CN,38.47,106.27,22.53,70,0,4.34,clear sky
649,Saint-Augustin,CA,51.23,-58.65,29.77,94,100,21.03,overcast clouds
650,Esmeraldas,BR,-19.76,-44.31,71.6,88,75,5.82,light rain
651,Portlethen,GB,57.05,-2.13,35.6,84,75,10.29,broken clouds
652,Obo,CF,5.4,26.49,77.09,45,31,2.33,scattered clouds
653,Olafsvik,IS,64.89,-23.71,44.94,92,100,34.58,light rain
654,Pervomayskoye,RU,43.92,46.71,20.66,97,48,3.58,scattered clouds
655,Aksarka,RU,66.56,67.8,-39.68,81,10,3.69,clear sky
656,Nuuk,GL,64.18,-51.72,21.2,85,90,18.34,snow
657,Alghero,IT,40.56,8.32,57.2,82,40,3.36,scattered clouds
658,Ovalle,CL,-30.6,-71.2,83.19,30,0,10.49,clear sky
659,Kimbe,PG,-5.55,150.14,76.06,88,100,2.57,light rain
660,Atherton,GB,53.52,-2.49,36.0,66,0,1.99,clear sky
661,Sisimiut,GL,66.94,-53.67,19.22,96,100,17.38,snow
662,Taquara,BR,-29.65,-50.78,88.0,56,27,10.0,scattered clouds
663,Iquique,CL,-20.22,-70.14,73.4,56,0,20.8,clear sky
664,Kiama,AU,-34.68,150.87,64.99,94,98,1.01,overcast clouds
665,Unai,BR,-16.36,-46.91,81.01,73,43,3.4,scattered clouds
666,Osmena,PH,10.52,119.93,81.12,80,36,13.65,scattered clouds
667,Hobyo,SO,5.35,48.53,76.86,70,48,17.02,scattered clouds
668,Qasigiannguit,GL,68.82,-51.19,24.8,85,100,14.99,light snow
669,Aragarcas,BR,-15.9,-52.25,89.6,55,75,4.7,broken clouds
670,Roma,US,43.21,-75.46,44.6,93,90,10.29,moderate rain
671,Hinton,CA,53.4,-117.59,26.6,63,97,3.36,overcast clouds
672,Antalaha,MG,-14.9,50.28,73.9,88,0,6.69,clear sky
673,Cedar City,US,37.68,-113.06,28.4,33,1,4.7,clear sky
674,Andros Town,BS,24.7,-77.77,80.6,74,20,18.34,few clouds
675,Atasu,KZ,48.68,71.64,-0.2,94,81,0.92,broken clouds
676,Kanjiza,RS,46.07,20.05,47.91,91,100,6.91,moderate rain
677,Tortoli,IT,39.93,9.66,54.0,93,5,4.7,clear sky
678,Makubetsu,JP,45.37,141.82,29.37,92,99,11.21,light snow
679,Bathsheba,BB,13.22,-59.52,84.2,62,20,18.34,few clouds
680,Tongling,CN,30.95,117.78,41.38,73,0,4.34,clear sky
681,Tarare,FR,45.9,4.43,41.0,92,100,1.99,overcast clouds
682,Samarai,PG,-10.62,150.67,81.95,72,98,1.77,overcast clouds
683,Sobolevo,RU,54.43,31.9,31.71,98,100,15.88,light snow
684,Porto Novo,BJ,6.5,2.6,84.2,83,20,9.17,thunderstorm
685,Biloela,AU,-24.42,150.5,70.88,75,94,8.61,heavy intensity rain
686,Brae,GB,60.4,-1.35,35.6,80,100,5.82,overcast clouds
687,Jalingo,NG,8.88,11.37,78.82,23,16,4.12,few clouds
688,Staraya Stanitsa,RU,48.35,40.28,15.44,93,0,10.04,clear sky
689,Limbang,MY,4.75,115.0,77.0,94,75,4.7,broken clouds
690,Obihiro,JP,42.92,143.2,27.93,91,1,9.33,clear sky
691,Batemans Bay,AU,-35.72,150.18,60.01,92,99,3.0,overcast clouds
692,Ambilobe,MG,-13.2,49.05,76.46,87,39,0.92,scattered clouds
693,Inhambane,MZ,-23.86,35.38,80.6,88,75,3.36,moderate rain
694,Pochutla,MX,15.74,-96.47,84.0,74,20,9.17,haze
695,Mehran,IR,33.12,46.16,32.0,45,40,4.7,scattered clouds
696,Vangaindrano,MG,-23.35,47.6,75.97,87,96,6.53,overcast clouds
697,Zhigansk,RU,66.77,123.37,-39.62,78,100,7.11,overcast clouds
698,Eastbourne,GB,50.77,0.28,37.99,85,3,8.01,clear sky
699,Shestakovo,RU,56.49,103.96,-12.91,86,100,1.66,overcast clouds
700,Kuhdasht,IR,33.53,47.61,38.01,75,0,4.61,clear sky
701,Kaniama,CD,-7.57,24.18,66.52,94,10,1.72,clear sky
